VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,WAERK
800000000000013,100092,M-504,PL02,120.0,67734.33,USD
800000000000013,100093,M-508,PL03,200.0,51453.42,USD
800000000000013,100094,M-502,PL01,500.0,70540.91,USD
800000000000013,100095,M-504,PL03,10.0,73526.56,USD
800000000000013,100096,M-508,PL02,200.0,22663.24,USD
800000000000013,100097,M-505,PL01,200.0,72381.35,USD
800000000000013,100098,M-505,PL03,10.0,37851.3,USD
800000000000013,100099,M-509,PL02,120.0,3136.5,USD
800000000000013,100100,M-505,PL01,10.0,72168.56,USD
800000000000013,100101,M-509,PL03,10.0,76166.04,USD
800000000000014,100102,M-503,PL03,10.0,1793.26,USD
800000000000014,100103,M-505,PL02,500.0,94265.95,USD
800000000000015,100104,M-502,PL02,200.0,58722.54,USD
800000000000015,100105,M-502,PL03,50.0,5764.13,USD
800000000000015,100106,M-504,PL03,200.0,62958.89,USD
800000000000015,100107,M-501,PL02,50.0,96004.33,USD
800000000000015,100108,M-506,PL02,500.0,62043.54,USD
800000000000015,100109,M-504,PL03,50.0,2082.49,USD
800000000000015,100110,M-501,PL02,500.0,70119.49,USD
800000000000015,100111,M-501,PL01,120.0,93035.16,USD
800000000000015,100112,M-503,PL02,120.0,51253.32,USD
800000000000015,100113,M-508,PL03,200.0,49140.42,USD
800000000000015,100114,M-509,PL03,500.0,90015.5,USD
800000000000015,100115,M-505,PL03,120.0,29071.78,USD
800000000000015,100116,M-508,PL02,50.0,29753.98,USD
800000000000016,100117,M-509,PL01,200.0,8789.47,USD
800000000000016,100118,M-502,PL01,500.0,32391.55,USD
800000000000017,100119,M-501,PL03,500.0,83933.08,USD
800000000000017,100120,M-505,PL02,120.0,97720.27,USD
800000000000017,100121,M-502,PL01,10.0,5742.01,USD
800000000000017,100122,M-506,PL01,500.0,561.64,USD
800000000000017,100123,M-506,PL01,50.0,16488.71,USD
800000000000017,100124,M-508,PL03,500.0,85922.59,USD
800000000000017,100125,M-508,PL02,200.0,87957.67,USD
800000000000017,100126,M-501,PL03,200.0,6307.87,USD
800000000000017,100127,M-503,PL03,120.0,87055.33,USD
800000000000017,100128,M-504,PL03,500.0,13376.85,USD
800000000000017,100129,M-505,PL01,200.0,68611.78,USD
800000000000017,100130,M-502,PL01,200.0,51196.58,USD
800000000000017,100131,M-502,PL01,10.0,89300.7,USD
800000000000018,100132,M-508,PL02,500.0,46756.09,USD
800000000000018,100133,M-509,PL01,500.0,51623.72,USD
800000000000018,100134,M-504,PL01,500.0,42190.03,USD
800000000000018,100135,M-500,PL01,120.0,6013.94,USD
800000000000019,100136,M-503,PL03,10.0,45415.66,USD
800000000000019,100137,M-507,PL03,50.0,79507.15,USD
800000000000019,100138,M-500,PL02,10.0,23710.36,USD
800000000000019,100139,M-501,PL01,120.0,29556.14,USD
800000000000019,100140,M-508,PL02,10.0,29080.36,USD
800000000000019,100141,M-500,PL03,10.0,33589.74,USD
800000000000019,100142,M-507,PL03,500.0,1852.46,USD
800000000000019,100143,M-502,PL03,10.0,72480.56,USD
800000000000019,100144,M-507,PL02,120.0,26937.99,USD
800000000000020,100145,M-501,PL01,10.0,77220.77,USD
800000000000020,100146,M-505,PL02,10.0,29285.14,USD
800000000000020,100147,M-500,PL03,500.0,37906.49,USD
800000000000020,100148,M-506,PL01,50.0,38672.34,USD
800000000000020,100149,M-505,PL03,200.0,39633.77,USD
800000000000020,100150,M-502,PL02,50.0,4177.13,USD
800000000000020,100151,M-503,PL03,200.0,30219.35,USD
800000000000020,100152,M-502,PL03,50.0,47599.77,USD
800000000000020,100153,M-507,PL02,10.0,55310.82,USD
800000000000020,100154,M-506,PL01,50.0,75156.91,USD
800000000000021,100155,M-504,PL01,10.0,49410.08,USD
800000000000021,100156,M-505,PL01,50.0,8432.83,USD
800000000000022,100157,M-506,PL03,50.0,44701.1,USD
800000000000022,100158,M-506,PL02,500.0,59213.35,USD
800000000000022,100159,M-504,PL01,120.0,74722.9,USD
800000000000022,100160,M-504,PL01,200.0,49618.7,USD
800000000000023,100161,M-508,PL01,120.0,24232.57,USD
800000000000023,100162,M-509,PL02,10.0,78355.41,USD
800000000000023,100163,M-503,PL01,200.0,43009.3,USD
800000000000023,100164,M-508,PL01,10.0,24563.69,USD
800000000000023,100165,M-507,PL01,120.0,93897.12,USD
800000000000024,100166,M-508,PL01,200.0,49139.51,USD
800000000000024,100167,M-506,PL02,10.0,15560.89,USD
800000000000024,100168,M-503,PL02,50.0,14193.7,USD
800000000000024,100169,M-500,PL01,10.0,29371.58,USD
800000000000024,100170,M-506,PL02,50.0,30299.93,USD
800000000000024,100171,M-501,PL03,50.0,13964.09,USD
800000000000024,100172,M-501,PL03,120.0,19653.3,USD
800000000000024,100173,M-505,PL03,50.0,87768.13,USD
800000000000024,100174,M-503,PL01,10.0,49038.28,USD
800000000000024,100175,M-506,PL03,200.0,15673.38,USD
800000000000024,100176,M-501,PL01,200.0,45592.65,USD
800000000000024,100177,M-505,PL03,10.0,11969.82,USD
800000000000024,100178,M-509,PL03,200.0,14135.45,USD
800000000000024,100179,M-500,PL02,500.0,36747.73,USD
800000000000025,100180,M-505,PL01,500.0,77751.77,USD
800000000000025,100181,M-500,PL02,50.0,67173.82,USD
800000000000025,100182,M-502,PL01,10.0,4096.83,USD
800000000000025,100183,M-501,PL01,500.0,72157.89,USD
800000000000025,100184,M-506,PL01,120.0,1774.89,USD
800000000000025,100185,M-500,PL02,10.0,95166.6,USD
800000000000025,100186,M-509,PL01,120.0,80219.79,USD
800000000000025,100187,M-503,PL03,10.0,29767.29,USD
800000000000026,100188,M-507,PL03,120.0,30821.83,USD
800000000000026,100189,M-503,PL01,200.0,66247.05,USD
800000000000026,100190,M-507,PL01,10.0,34797.66,USD
800000000000026,100191,M-500,PL01,120.0,50397.88,USD
800000000000026,100192,M-502,PL03,200.0,20872.07,USD
800000000000027,100193,M-507,PL02,50.0,70429.55,USD
800000000000027,100194,M-505,PL03,50.0,35640.54,USD
800000000000027,100195,M-508,PL03,500.0,14018.75,USD
800000000000027,100196,M-508,PL03,10.0,98090.72,USD
800000000000027,100197,M-500,PL02,50.0,13781.06,USD
800000000000027,100198,M-505,PL01,50.0,25345.12,USD
800000000000027,100199,M-504,PL03,200.0,54758.86,USD
800000000000027,100200,M-509,PL02,120.0,29553.17,USD
800000000000027,100201,M-509,PL03,50.0,40732.04,USD
800000000000028,100202,M-507,PL02,500.0,24153.2,USD
800000000000028,100203,M-503,PL01,120.0,23517.4,USD
800000000000028,100204,M-502,PL03,10.0,78366.81,USD
800000000000028,100205,M-505,PL02,200.0,19852.29,USD
800000000000029,100206,M-507,PL03,120.0,8918.13,USD
800000000000029,100207,M-504,PL01,120.0,93807.12,USD
800000000000029,100208,M-500,PL03,500.0,80563.71,USD
800000000000030,100209,M-502,PL03,500.0,76314.16,USD
800000000000030,100210,M-502,PL01,500.0,2369.51,USD
800000000000030,100211,M-503,PL03,120.0,61149.78,USD
800000000000030,100212,M-509,PL01,200.0,66384.48,USD
800000000000030,100213,M-509,PL02,10.0,17838.5,USD
800000000000031,100214,M-509,PL01,120.0,27381.49,USD
800000000000031,100215,M-502,PL01,50.0,32412.14,USD
800000000000031,100216,M-503,PL02,10.0,60922.01,USD
800000000000031,100217,M-503,PL01,50.0,29595.43,USD
800000000000031,100218,M-508,PL02,200.0,1283.19,USD
800000000000031,100219,M-509,PL02,10.0,93291.8,USD
800000000000031,100220,M-505,PL02,200.0,60710.04,USD
800000000000031,100221,M-503,PL03,200.0,68989.72,USD
800000000000031,100222,M-502,PL01,10.0,58253.24,USD
800000000000031,100223,M-509,PL02,500.0,51002.95,USD
800000000000031,100224,M-504,PL03,10.0,72957.67,USD
800000000000031,100225,M-508,PL03,50.0,66691.0,USD
800000000000032,100226,M-503,PL01,500.0,88889.19,USD
800000000000032,100227,M-502,PL01,10.0,92531.49,USD
800000000000032,100228,M-506,PL01,500.0,18016.4,USD
800000000000032,100229,M-503,PL01,120.0,21072.74,USD
800000000000033,100230,M-503,PL01,120.0,53646.93,USD
800000000000033,100231,M-504,PL03,50.0,86869.5,USD
800000000000033,100232,M-507,PL03,200.0,63402.4,USD
800000000000034,100233,M-506,PL03,120.0,52780.65,USD
800000000000034,100234,M-507,PL01,120.0,93560.73,USD
800000000000034,100235,M-502,PL01,50.0,71582.04,USD
800000000000034,100236,M-507,PL03,500.0,6080.55,USD
800000000000035,100237,M-507,PL01,120.0,53727.52,USD
800000000000035,100238,M-502,PL03,120.0,67223.07,USD
800000000000035,100239,M-504,PL03,10.0,36099.0,USD
800000000000035,100240,M-506,PL03,50.0,59933.84,USD
800000000000035,100241,M-505,PL01,200.0,33135.3,USD
800000000000035,100242,M-502,PL01,500.0,50930.55,USD
800000000000035,100243,M-502,PL02,500.0,53660.32,USD
800000000000035,100244,M-508,PL02,10.0,89026.73,USD
800000000000035,100245,M-508,PL01,50.0,34989.0,USD
800000000000035,100246,M-502,PL03,120.0,14576.62,USD
800000000000035,100247,M-504,PL01,10.0,12359.6,USD
800000000000035,100248,M-509,PL02,120.0,62039.13,USD
800000000000036,100249,M-505,PL01,200.0,85400.84,USD
800000000000036,100250,M-504,PL01,500.0,31266.64,USD
800000000000036,100251,M-506,PL03,50.0,73736.19,USD
800000000000036,100252,M-508,PL03,200.0,46151.99,USD
800000000000036,100253,M-502,PL01,500.0,39436.21,USD
800000000000036,100254,M-504,PL02,500.0,69925.62,USD
800000000000036,100255,M-501,PL01,200.0,43918.87,USD
800000000000037,100256,M-501,PL03,500.0,60175.55,USD
800000000000037,100257,M-504,PL01,500.0,19928.94,USD
800000000000037,100258,M-500,PL01,500.0,29338.03,USD
800000000000038,100259,M-500,PL03,200.0,98942.23,USD
800000000000038,100260,M-508,PL03,200.0,58084.06,USD
800000000000038,100261,M-509,PL03,500.0,58370.54,USD
800000000000039,100262,M-505,PL01,50.0,86294.04,USD
800000000000039,100263,M-505,PL03,500.0,93965.56,USD
800000000000039,100264,M-502,PL01,200.0,83217.17,USD
800000000000039,100265,M-505,PL03,200.0,70542.25,USD
800000000000039,100266,M-506,PL03,500.0,16883.97,USD
800000000000039,100267,M-500,PL02,50.0,35015.67,USD
800000000000039,100268,M-506,PL02,500.0,45735.2,USD
800000000000039,100269,M-500,PL01,10.0,10762.5,USD
800000000000039,100270,M-505,PL01,50.0,27583.01,USD
800000000000039,100271,M-508,PL03,120.0,85269.71,USD
800000000000039,100272,M-500,PL02,10.0,79882.22,USD
800000000000039,100273,M-503,PL03,120.0,68145.11,USD
800000000000040,100274,M-501,PL03,10.0,97175.8,USD
800000000000040,100275,M-502,PL01,10.0,79072.17,USD
800000000000040,100276,M-506,PL01,10.0,25323.01,USD
800000000000040,100277,M-508,PL02,120.0,37287.55,USD
800000000000040,100278,M-503,PL03,10.0,43020.68,USD
800000000000040,100279,M-502,PL03,500.0,43022.48,USD
800000000000041,100280,M-509,PL02,200.0,15281.26,USD
800000000000041,100281,M-508,PL01,120.0,25661.16,USD
800000000000041,100282,M-505,PL01,50.0,80481.84,USD
800000000000041,100283,M-508,PL03,200.0,24194.44,USD
800000000000041,100284,M-506,PL03,50.0,42307.56,USD
800000000000041,100285,M-508,PL01,120.0,17826.83,USD
800000000000042,100286,M-502,PL03,500.0,50047.56,USD
800000000000042,100287,M-501,PL01,50.0,35648.77,USD
800000000000042,100288,M-507,PL01,200.0,35153.02,USD
800000000000042,100289,M-506,PL03,120.0,26395.04,USD
800000000000042,100290,M-501,PL03,10.0,8222.04,USD
800000000000043,100291,M-506,PL03,120.0,23866.65,USD
800000000000043,100292,M-502,PL03,10.0,24385.43,USD
800000000000043,100293,M-504,PL03,10.0,52117.2,USD
800000000000043,100294,M-505,PL03,500.0,16611.42,USD
800000000000043,100295,M-505,PL01,500.0,86756.87,USD
800000000000043,100296,M-507,PL03,500.0,50470.41,USD
800000000000043,100297,M-503,PL02,120.0,61037.86,USD
800000000000043,100298,M-500,PL03,50.0,18357.52,USD
800000000000044,100299,M-506,PL01,500.0,31931.15,USD
800000000000044,100300,M-504,PL02,50.0,63219.58,USD
800000000000044,100301,M-505,PL01,500.0,19965.26,USD
800000000000044,100302,M-509,PL03,120.0,2842.75,USD
800000000000044,100303,M-500,PL02,120.0,76994.22,USD
800000000000044,100304,M-504,PL02,10.0,78098.62,USD
800000000000044,100305,M-505,PL03,50.0,65123.19,USD
800000000000044,100306,M-501,PL02,500.0,1508.16,USD
800000000000044,100307,M-501,PL01,200.0,75383.82,USD
800000000000045,100308,M-505,PL01,500.0,9476.17,USD
800000000000045,100309,M-508,PL02,10.0,42243.92,USD
800000000000045,100310,M-508,PL02,200.0,5090.35,USD
800000000000045,100311,M-505,PL02,120.0,18017.68,USD
800000000000045,100312,M-501,PL03,50.0,90966.64,USD
800000000000045,100313,M-502,PL02,10.0,97348.98,USD
800000000000045,100314,M-502,PL03,50.0,19860.82,USD
800000000000045,100315,M-508,PL02,200.0,57943.29,USD
800000000000045,100316,M-505,PL02,200.0,68256.22,USD
800000000000046,100317,M-503,PL02,10.0,76017.94,USD
800000000000046,100318,M-509,PL02,500.0,85046.72,USD
800000000000047,100319,M-509,PL03,50.0,27689.99,USD
800000000000047,100320,M-504,PL03,50.0,32369.96,USD
800000000000047,100321,M-501,PL01,120.0,69944.09,USD
800000000000047,100322,M-509,PL02,50.0,84862.81,USD
800000000000047,100323,M-504,PL03,500.0,30617.72,USD
800000000000047,100324,M-508,PL02,500.0,72577.28,USD
800000000000047,100325,M-507,PL03,120.0,65773.62,USD
800000000000047,100326,M-504,PL01,500.0,35910.83,USD
800000000000047,100327,M-504,PL02,200.0,26107.46,USD
800000000000047,100328,M-507,PL01,10.0,60998.18,USD
800000000000048,100329,M-500,PL02,200.0,58714.24,USD
800000000000048,100330,M-502,PL01,10.0,32001.35,USD
800000000000048,100331,M-505,PL03,200.0,57165.08,USD
800000000000048,100332,M-501,PL03,120.0,36989.44,USD
800000000000048,100333,M-502,PL02,50.0,29580.08,USD
800000000000048,100334,M-500,PL03,500.0,63138.75,USD
800000000000048,100335,M-502,PL03,10.0,44417.95,USD
800000000000048,100336,M-506,PL01,500.0,29467.02,USD
800000000000048,100337,M-502,PL01,120.0,70114.8,USD
800000000000048,100338,M-505,PL03,10.0,71712.03,USD
800000000000048,100339,M-508,PL01,120.0,44990.4,USD
800000000000048,100340,M-505,PL02,500.0,73287.94,USD
800000000000048,100341,M-505,PL03,50.0,72268.06,USD
800000000000049,100342,M-504,PL01,120.0,96570.47,USD
800000000000049,100343,M-502,PL02,120.0,97251.8,USD
800000000000049,100344,M-509,PL01,200.0,36499.73,USD
800000000000049,100345,M-505,PL01,500.0,57946.02,USD
800000000000049,100346,M-500,PL03,500.0,75385.8,USD
800000000000049,100347,M-508,PL02,120.0,26464.54,USD
800000000000049,100348,M-505,PL03,50.0,76184.28,USD
800000000000049,100349,M-506,PL01,500.0,69023.88,USD
800000000000049,100350,M-500,PL01,500.0,146.35,USD
800000000000049,100351,M-509,PL02,120.0,96476.54,USD
800000000000049,100352,M-505,PL03,200.0,68088.85,USD
800000000000050,100353,M-509,PL02,500.0,39967.32,USD
800000000000050,100354,M-501,PL02,10.0,674.25,USD
800000000000050,100355,M-500,PL02,10.0,5331.71,USD
800000000000050,100356,M-509,PL01,120.0,18174.11,USD
800000000000050,100357,M-505,PL02,50.0,47870.54,USD
800000000000051,100358,M-501,PL03,120.0,47053.57,USD
800000000000051,100359,M-502,PL01,500.0,33757.84,USD
800000000000052,100360,M-502,PL01,200.0,83674.43,USD
800000000000052,100361,M-507,PL01,120.0,18308.43,USD
800000000000052,100362,M-508,PL02,10.0,57489.69,USD
800000000000052,100363,M-503,PL01,10.0,89110.65,USD
800000000000052,100364,M-509,PL02,200.0,53617.27,USD
800000000000052,100365,M-503,PL01,10.0,70556.19,USD
800000000000052,100366,M-506,PL01,120.0,74151.6,USD
800000000000052,100367,M-502,PL02,50.0,70272.8,USD
800000000000052,100368,M-508,PL02,200.0,10495.41,USD
800000000000052,100369,M-508,PL01,50.0,85758.91,USD
800000000000052,100370,M-506,PL02,50.0,40506.56,USD
800000000000052,100371,M-505,PL02,10.0,62486.26,USD
800000000000052,100372,M-505,PL03,10.0,78688.86,USD
800000000000053,100373,M-507,PL02,120.0,13627.26,USD
800000000000053,100374,M-507,PL02,10.0,84841.11,USD
800000000000053,100375,M-507,PL03,120.0,27192.38,USD
800000000000053,100376,M-508,PL03,50.0,2096.91,USD
800000000000053,100377,M-502,PL03,50.0,16176.38,USD
800000000000053,100378,M-500,PL01,200.0,26396.69,USD
800000000000053,100379,M-501,PL03,10.0,57041.42,USD
800000000000053,100380,M-503,PL03,120.0,54552.18,USD
800000000000053,100381,M-502,PL01,500.0,67333.99,USD
800000000000053,100382,M-506,PL01,200.0,99717.09,USD
800000000000053,100383,M-501,PL02,50.0,76067.17,USD
800000000000054,100384,M-503,PL02,50.0,76920.05,USD
800000000000054,100385,M-502,PL03,10.0,91600.8,USD
800000000000054,100386,M-507,PL02,200.0,38188.55,USD
800000000000054,100387,M-509,PL01,500.0,48811.48,USD
800000000000054,100388,M-504,PL02,50.0,5552.18,USD
800000000000054,100389,M-502,PL01,120.0,36092.89,USD
800000000000055,100390,M-508,PL02,500.0,11273.21,USD
800000000000055,100391,M-509,PL02,10.0,69214.21,USD
800000000000055,100392,M-509,PL03,50.0,92119.22,USD
800000000000055,100393,M-502,PL02,10.0,1006.12,USD
800000000000055,100394,M-507,PL01,50.0,82977.02,USD
800000000000055,100395,M-502,PL03,120.0,56553.04,USD
800000000000055,100396,M-507,PL03,10.0,14176.14,USD
800000000000055,100397,M-508,PL01,50.0,97308.51,USD
800000000000056,100398,M-509,PL03,120.0,35479.07,USD
800000000000056,100399,M-502,PL03,10.0,32450.43,USD
800000000000056,100400,M-509,PL02,500.0,96252.63,USD
800000000000056,100401,M-506,PL03,120.0,79884.17,USD
800000000000056,100402,M-501,PL03,200.0,35026.73,USD
800000000000056,100403,M-509,PL02,50.0,59076.12,USD
800000000000056,100404,M-507,PL01,10.0,92724.47,USD
800000000000056,100405,M-509,PL02,200.0,97699.17,USD
800000000000056,100406,M-508,PL03,200.0,58511.79,USD
800000000000056,100407,M-507,PL01,120.0,76300.27,USD
800000000000056,100408,M-505,PL01,200.0,41318.65,USD
800000000000056,100409,M-501,PL01,200.0,9429.44,USD
800000000000056,100410,M-500,PL03,10.0,69560.51,USD
800000000000056,100411,M-508,PL02,500.0,70915.43,USD
800000000000057,100412,M-506,PL01,50.0,45269.59,USD
800000000000057,100413,M-501,PL02,120.0,30157.71,USD
800000000000057,100414,M-501,PL03,10.0,7286.64,USD
800000000000057,100415,M-508,PL02,50.0,67632.32,USD
800000000000057,100416,M-502,PL03,500.0,5043.55,USD
800000000000057,100417,M-508,PL01,50.0,86216.23,USD
800000000000057,100418,M-505,PL01,50.0,21153.48,USD
800000000000057,100419,M-500,PL01,50.0,13888.55,USD
800000000000057,100420,M-506,PL01,10.0,15744.43,USD
800000000000058,100421,M-503,PL03,120.0,38557.13,USD
800000000000058,100422,M-505,PL03,200.0,9873.61,USD
800000000000058,100423,M-509,PL03,50.0,97979.11,USD
800000000000058,100424,M-500,PL01,200.0,26489.32,USD
800000000000058,100425,M-508,PL01,200.0,44599.88,USD
800000000000058,100426,M-507,PL03,200.0,51357.82,USD
800000000000058,100427,M-504,PL01,500.0,95657.56,USD
800000000000058,100428,M-505,PL01,50.0,68791.61,USD
800000000000058,100429,M-504,PL02,500.0,330.7,USD
800000000000058,100430,M-509,PL02,10.0,5779.67,USD
800000000000058,100431,M-502,PL03,50.0,36885.86,USD
800000000000058,100432,M-504,PL02,10.0,54139.49,USD
800000000000058,100433,M-501,PL01,120.0,25022.86,USD
800000000000058,100434,M-509,PL02,200.0,79077.97,USD
800000000000059,100435,M-505,PL01,120.0,50091.66,USD
800000000000059,100436,M-501,PL01,500.0,74579.54,USD
800000000000060,100437,M-509,PL02,50.0,10885.13,USD
800000000000060,100438,M-502,PL03,10.0,6119.22,USD
800000000000060,100439,M-503,PL02,120.0,24087.55,USD
800000000000060,100440,M-505,PL01,120.0,4041.31,USD
800000000000060,100441,M-503,PL01,200.0,61938.05,USD
800000000000060,100442,M-501,PL02,50.0,64847.36,USD
800000000000060,100443,M-503,PL01,120.0,45704.63,USD
800000000000060,100444,M-502,PL02,120.0,8406.97,USD
800000000000060,100445,M-508,PL03,500.0,73425.47,USD
800000000000061,100446,M-501,PL03,120.0,1187.02,USD
800000000000061,100447,M-506,PL01,50.0,88287.73,USD
800000000000061,100448,M-503,PL01,10.0,79447.72,USD
800000000000061,100449,M-508,PL03,10.0,26024.87,USD
800000000000061,100450,M-508,PL03,50.0,56049.4,USD
800000000000061,100451,M-506,PL03,500.0,49918.79,USD
800000000000061,100452,M-505,PL03,50.0,51671.1,USD
800000000000062,100453,M-509,PL01,500.0,820.55,USD
800000000000062,100454,M-508,PL03,120.0,20266.87,USD
800000000000062,100455,M-500,PL02,500.0,29946.5,USD
800000000000062,100456,M-507,PL03,50.0,24995.0,USD
800000000000062,100457,M-508,PL01,120.0,92597.88,USD
800000000000062,100458,M-509,PL03,200.0,72480.21,USD
800000000000063,100459,M-507,PL01,10.0,42292.56,USD
800000000000063,100460,M-500,PL01,10.0,72898.06,USD
800000000000063,100461,M-503,PL02,10.0,8795.46,USD
800000000000063,100462,M-502,PL03,120.0,50398.63,USD
800000000000063,100463,M-508,PL01,200.0,60410.46,USD
800000000000063,100464,M-509,PL01,500.0,55930.69,USD
800000000000063,100465,M-500,PL02,200.0,89233.73,USD
800000000000063,100466,M-505,PL02,50.0,72075.2,USD
800000000000063,100467,M-501,PL03,10.0,4371.71,USD
800000000000063,100468,M-507,PL02,500.0,17043.08,USD
800000000000063,100469,M-509,PL01,200.0,77102.69,USD
800000000000064,100470,M-501,PL01,10.0,40456.57,USD
800000000000064,100471,M-500,PL01,120.0,57172.91,USD
800000000000064,100472,M-503,PL01,120.0,79055.57,USD
800000000000064,100473,M-502,PL02,120.0,73372.5,USD
800000000000064,100474,M-508,PL02,200.0,59487.47,USD
800000000000064,100475,M-506,PL01,10.0,91025.93,USD
800000000000064,100476,M-503,PL02,200.0,30154.32,USD
800000000000064,100477,M-506,PL03,120.0,30487.72,USD
800000000000064,100478,M-507,PL03,200.0,96261.97,USD
800000000000065,100479,M-508,PL03,10.0,14380.46,USD
800000000000065,100480,M-504,PL01,50.0,24927.15,USD
