VBELN,POSNR,VGBEL,WERKS,BRGEW,VRKME
900000000000015,100193,800000000000193,PL03,1200.0,CS
900000000000016,100194,800000000000194,PL03,1200.0,PAL
900000000000016,100195,800000000000195,PL01,8000.0,PAL
900000000000016,100196,800000000000196,PL02,500.0,PAL
900000000000016,100197,800000000000197,PL02,1200.0,CS
900000000000016,100198,800000000000198,PL03,1200.0,BAG
900000000000016,100199,800000000000199,PL02,1200.0,PAL
900000000000016,100200,800000000000200,PL02,500.0,CS
900000000000016,100201,800000000000201,PL02,1200.0,CS
900000000000016,100202,800000000000202,PL02,1200.0,CS
900000000000016,100203,800000000000203,PL02,4500.0,BAG
900000000000016,100204,800000000000204,PL03,4500.0,PAL
900000000000017,100205,800000000000205,PL02,4500.0,BAG
900000000000017,100206,800000000000206,PL02,500.0,PAL
900000000000017,100207,800000000000207,PL03,15000.0,PAL
900000000000017,100208,800000000000208,PL01,8000.0,CS
900000000000017,100209,800000000000209,PL02,8000.0,CS
900000000000017,100210,800000000000210,PL03,1200.0,BAG
900000000000017,100211,800000000000211,PL03,1200.0,CS
900000000000017,100212,800000000000212,PL02,4500.0,PAL
900000000000017,100213,800000000000213,PL02,500.0,CS
900000000000018,100214,800000000000214,PL03,500.0,CS
900000000000018,100215,800000000000215,PL03,500.0,PAL
900000000000018,100216,800000000000216,PL02,4500.0,CS
900000000000018,100217,800000000000217,PL01,500.0,PAL
900000000000018,100218,800000000000218,PL03,1200.0,CS
900000000000018,100219,800000000000219,PL03,500.0,BAG
900000000000018,100220,800000000000220,PL03,4500.0,CS
900000000000018,100221,800000000000221,PL01,15000.0,PAL
900000000000018,100222,800000000000222,PL02,1200.0,BAG
900000000000018,100223,800000000000223,PL01,4500.0,PAL
900000000000018,100224,800000000000224,PL02,15000.0,BAG
900000000000018,100225,800000000000225,PL01,1200.0,PAL
900000000000018,100226,800000000000226,PL03,8000.0,BAG
900000000000018,100227,800000000000227,PL01,500.0,CS
900000000000018,100228,800000000000228,PL01,15000.0,BAG
900000000000018,100229,800000000000229,PL03,15000.0,BAG
900000000000018,100230,800000000000230,PL02,15000.0,PAL
900000000000019,100231,800000000000231,PL03,500.0,PAL
900000000000019,100232,800000000000232,PL03,4500.0,PAL
900000000000019,100233,800000000000233,PL03,4500.0,PAL
900000000000019,100234,800000000000234,PL02,4500.0,PAL
900000000000019,100235,800000000000235,PL03,4500.0,BAG
900000000000019,100236,800000000000236,PL03,500.0,BAG
900000000000020,100237,800000000000237,PL03,8000.0,CS
900000000000020,100238,800000000000238,PL03,8000.0,CS
900000000000020,100239,800000000000239,PL02,4500.0,PAL
900000000000020,100240,800000000000240,PL01,8000.0,PAL
900000000000020,100241,800000000000241,PL02,500.0,CS
900000000000020,100242,800000000000242,PL03,500.0,PAL
900000000000020,100243,800000000000243,PL03,8000.0,PAL
900000000000020,100244,800000000000244,PL01,8000.0,CS
900000000000020,100245,800000000000245,PL01,4500.0,BAG
900000000000020,100246,800000000000246,PL01,500.0,BAG
900000000000020,100247,800000000000247,PL03,500.0,PAL
900000000000020,100248,800000000000248,PL02,500.0,BAG
900000000000020,100249,800000000000249,PL02,500.0,PAL
900000000000020,100250,800000000000250,PL03,8000.0,PAL
900000000000020,100251,800000000000251,PL01,500.0,PAL
900000000000021,100252,800000000000252,PL02,1200.0,PAL
900000000000021,100253,800000000000253,PL02,8000.0,PAL
900000000000021,100254,800000000000254,PL01,15000.0,BAG
900000000000021,100255,800000000000255,PL03,15000.0,CS
900000000000021,100256,800000000000256,PL02,1200.0,BAG
900000000000021,100257,800000000000257,PL03,4500.0,BAG
900000000000021,100258,800000000000258,PL02,4500.0,PAL
900000000000021,100259,800000000000259,PL02,8000.0,BAG
900000000000021,100260,800000000000260,PL01,1200.0,CS
900000000000021,100261,800000000000261,PL01,1200.0,CS
900000000000021,100262,800000000000262,PL02,500.0,BAG
900000000000021,100263,800000000000263,PL02,15000.0,BAG
900000000000021,100264,800000000000264,PL02,4500.0,BAG
900000000000021,100265,800000000000265,PL02,8000.0,BAG
900000000000022,100266,800000000000266,PL03,8000.0,PAL
900000000000022,100267,800000000000267,PL03,8000.0,BAG
900000000000022,100268,800000000000268,PL03,15000.0,BAG
900000000000022,100269,800000000000269,PL02,15000.0,CS
900000000000023,100270,800000000000270,PL02,500.0,PAL
900000000000023,100271,800000000000271,PL01,15000.0,BAG
900000000000023,100272,800000000000272,PL01,15000.0,BAG
900000000000023,100273,800000000000273,PL03,8000.0,CS
900000000000023,100274,800000000000274,PL01,1200.0,PAL
900000000000023,100275,800000000000275,PL01,15000.0,PAL
900000000000023,100276,800000000000276,PL03,1200.0,CS
900000000000023,100277,800000000000277,PL01,15000.0,CS
900000000000023,100278,800000000000278,PL02,4500.0,PAL
900000000000023,100279,800000000000279,PL01,500.0,BAG
900000000000024,100280,800000000000280,PL01,500.0,PAL
900000000000024,100281,800000000000281,PL01,500.0,CS
900000000000024,100282,800000000000282,PL03,1200.0,CS
900000000000024,100283,800000000000283,PL03,500.0,BAG
900000000000024,100284,800000000000284,PL03,1200.0,CS
900000000000024,100285,800000000000285,PL02,15000.0,CS
900000000000025,100286,800000000000286,PL01,8000.0,CS
900000000000025,100287,800000000000287,PL01,500.0,CS
900000000000025,100288,800000000000288,PL02,15000.0,CS
900000000000025,100289,800000000000289,PL01,500.0,BAG
900000000000025,100290,800000000000290,PL02,8000.0,PAL
900000000000025,100291,800000000000291,PL03,1200.0,CS
900000000000025,100292,800000000000292,PL02,4500.0,PAL
900000000000025,100293,800000000000293,PL02,4500.0,CS
900000000000025,100294,800000000000294,PL02,4500.0,BAG
900000000000025,100295,800000000000295,PL01,15000.0,CS
900000000000025,100296,800000000000296,PL02,15000.0,CS
900000000000025,100297,800000000000297,PL03,1200.0,CS
900000000000026,100298,800000000000298,PL02,500.0,CS
900000000000026,100299,800000000000299,PL01,1200.0,CS
900000000000026,100300,800000000000300,PL01,4500.0,PAL
900000000000026,100301,800000000000301,PL03,4500.0,BAG
900000000000026,100302,800000000000302,PL01,8000.0,BAG
900000000000026,100303,800000000000303,PL01,8000.0,PAL
900000000000026,100304,800000000000304,PL03,8000.0,CS
900000000000026,100305,800000000000305,PL02,15000.0,CS
900000000000026,100306,800000000000306,PL02,15000.0,BAG
900000000000026,100307,800000000000307,PL01,15000.0,BAG
900000000000026,100308,800000000000308,PL01,1200.0,BAG
900000000000026,100309,800000000000309,PL03,15000.0,PAL
900000000000026,100310,800000000000310,PL02,4500.0,CS
900000000000027,100311,800000000000311,PL03,4500.0,PAL
900000000000027,100312,800000000000312,PL02,8000.0,BAG
900000000000028,100313,800000000000313,PL03,500.0,PAL
900000000000028,100314,800000000000314,PL02,15000.0,PAL
900000000000028,100315,800000000000315,PL02,1200.0,CS
900000000000028,100316,800000000000316,PL02,4500.0,PAL
900000000000028,100317,800000000000317,PL03,500.0,BAG
900000000000028,100318,800000000000318,PL03,15000.0,CS
900000000000028,100319,800000000000319,PL02,15000.0,CS
900000000000028,100320,800000000000320,PL02,4500.0,BAG
900000000000028,100321,800000000000321,PL03,15000.0,CS
900000000000028,100322,800000000000322,PL01,15000.0,PAL
900000000000028,100323,800000000000323,PL02,8000.0,PAL
900000000000028,100324,800000000000324,PL02,500.0,CS
900000000000028,100325,800000000000325,PL02,15000.0,BAG
900000000000029,100326,800000000000326,PL02,500.0,PAL
900000000000029,100327,800000000000327,PL01,1200.0,BAG
900000000000029,100328,800000000000328,PL03,500.0,PAL
900000000000029,100329,800000000000329,PL01,15000.0,PAL
900000000000029,100330,800000000000330,PL03,8000.0,BAG
900000000000029,100331,800000000000331,PL03,500.0,BAG
900000000000029,100332,800000000000332,PL02,4500.0,PAL
900000000000029,100333,800000000000333,PL02,1200.0,BAG
900000000000030,100334,800000000000334,PL01,4500.0,BAG
900000000000030,100335,800000000000335,PL03,1200.0,BAG
900000000000031,100336,800000000000336,PL03,1200.0,BAG
900000000000031,100337,800000000000337,PL03,15000.0,PAL
900000000000031,100338,800000000000338,PL02,4500.0,PAL
900000000000031,100339,800000000000339,PL03,500.0,PAL
900000000000031,100340,800000000000340,PL02,4500.0,PAL
900000000000031,100341,800000000000341,PL01,15000.0,PAL
900000000000031,100342,800000000000342,PL03,1200.0,CS
900000000000031,100343,800000000000343,PL01,8000.0,PAL
900000000000031,100344,800000000000344,PL01,1200.0,CS
900000000000031,100345,800000000000345,PL01,4500.0,PAL
900000000000031,100346,800000000000346,PL01,8000.0,PAL
900000000000031,100347,800000000000347,PL02,1200.0,BAG
900000000000031,100348,800000000000348,PL01,8000.0,CS
900000000000031,100349,800000000000349,PL01,15000.0,CS
900000000000031,100350,800000000000350,PL01,15000.0,CS
900000000000032,100351,800000000000351,PL02,500.0,PAL
900000000000032,100352,800000000000352,PL02,500.0,CS
900000000000032,100353,800000000000353,PL03,1200.0,BAG
900000000000032,100354,800000000000354,PL02,500.0,PAL
900000000000033,100355,800000000000355,PL01,4500.0,BAG
900000000000033,100356,800000000000356,PL03,4500.0,BAG
900000000000033,100357,800000000000357,PL03,15000.0,BAG
900000000000033,100358,800000000000358,PL02,8000.0,PAL
900000000000033,100359,800000000000359,PL03,4500.0,PAL
900000000000033,100360,800000000000360,PL01,15000.0,PAL
900000000000033,100361,800000000000361,PL03,1200.0,CS
900000000000033,100362,800000000000362,PL01,1200.0,CS
900000000000033,100363,800000000000363,PL01,4500.0,PAL
900000000000033,100364,800000000000364,PL01,500.0,CS
900000000000033,100365,800000000000365,PL01,1200.0,CS
900000000000033,100366,800000000000366,PL02,8000.0,CS
900000000000034,100367,800000000000367,PL02,8000.0,PAL
900000000000034,100368,800000000000368,PL03,500.0,BAG
900000000000034,100369,800000000000369,PL01,8000.0,PAL
900000000000034,100370,800000000000370,PL02,500.0,CS
900000000000034,100371,800000000000371,PL03,15000.0,BAG
900000000000034,100372,800000000000372,PL01,1200.0,PAL
900000000000034,100373,800000000000373,PL02,4500.0,CS
900000000000034,100374,800000000000374,PL02,15000.0,PAL
900000000000034,100375,800000000000375,PL03,500.0,PAL
900000000000035,100376,800000000000376,PL02,4500.0,PAL
900000000000035,100377,800000000000377,PL01,8000.0,BAG
900000000000036,100378,800000000000378,PL02,500.0,BAG
900000000000036,100379,800000000000379,PL02,500.0,PAL
900000000000036,100380,800000000000380,PL02,1200.0,BAG
900000000000036,100381,800000000000381,PL02,15000.0,BAG
900000000000036,100382,800000000000382,PL01,1200.0,BAG
900000000000036,100383,800000000000383,PL01,8000.0,PAL
900000000000036,100384,800000000000384,PL03,1200.0,CS
900000000000036,100385,800000000000385,PL03,15000.0,PAL
900000000000036,100386,800000000000386,PL03,500.0,PAL
900000000000036,100387,800000000000387,PL01,8000.0,CS
900000000000036,100388,800000000000388,PL03,15000.0,PAL
900000000000036,100389,800000000000389,PL02,4500.0,CS
900000000000036,100390,800000000000390,PL01,4500.0,PAL
900000000000036,100391,800000000000391,PL01,1200.0,BAG
900000000000036,100392,800000000000392,PL02,4500.0,BAG
900000000000036,100393,800000000000393,PL01,4500.0,PAL
900000000000036,100394,800000000000394,PL02,500.0,BAG
900000000000036,100395,800000000000395,PL01,1200.0,CS
900000000000037,100396,800000000000396,PL01,8000.0,CS
900000000000037,100397,800000000000397,PL03,4500.0,CS
900000000000037,100398,800000000000398,PL01,8000.0,CS
900000000000037,100399,800000000000399,PL01,15000.0,CS
900000000000037,100400,800000000000400,PL02,8000.0,BAG
900000000000037,100401,800000000000401,PL03,1200.0,CS
900000000000037,100402,800000000000402,PL02,1200.0,BAG
900000000000037,100403,800000000000403,PL02,8000.0,CS
900000000000037,100404,800000000000404,PL01,1200.0,PAL
900000000000038,100405,800000000000405,PL03,500.0,BAG
900000000000038,100406,800000000000406,PL01,1200.0,PAL
900000000000038,100407,800000000000407,PL02,4500.0,BAG
900000000000038,100408,800000000000408,PL03,1200.0,BAG
900000000000038,100409,800000000000409,PL01,4500.0,PAL
900000000000038,100410,800000000000410,PL02,500.0,PAL
900000000000038,100411,800000000000411,PL03,1200.0,PAL
900000000000039,100412,800000000000412,PL03,1200.0,CS
900000000000039,100413,800000000000413,PL01,1200.0,CS
900000000000039,100414,800000000000414,PL03,15000.0,CS
900000000000039,100415,800000000000415,PL02,8000.0,BAG
900000000000039,100416,800000000000416,PL03,1200.0,BAG
900000000000039,100417,800000000000417,PL02,8000.0,CS
900000000000039,100418,800000000000418,PL03,500.0,CS
900000000000039,100419,800000000000419,PL01,500.0,BAG
900000000000039,100420,800000000000420,PL01,1200.0,CS
900000000000039,100421,800000000000421,PL03,4500.0,BAG
900000000000039,100422,800000000000422,PL02,8000.0,CS
900000000000039,100423,800000000000423,PL01,15000.0,PAL
900000000000039,100424,800000000000424,PL02,8000.0,CS
900000000000039,100425,800000000000425,PL01,8000.0,PAL
900000000000040,100426,800000000000426,PL01,15000.0,BAG
900000000000040,100427,800000000000427,PL01,15000.0,BAG
900000000000040,100428,800000000000428,PL02,500.0,BAG
900000000000040,100429,800000000000429,PL03,1200.0,CS
900000000000040,100430,800000000000430,PL03,4500.0,CS
900000000000040,100431,800000000000431,PL02,1200.0,PAL
900000000000040,100432,800000000000432,PL03,4500.0,PAL
900000000000040,100433,800000000000433,PL01,500.0,BAG
900000000000040,100434,800000000000434,PL02,500.0,BAG
900000000000040,100435,800000000000435,PL03,1200.0,PAL
900000000000040,100436,800000000000436,PL01,8000.0,CS
900000000000040,100437,800000000000437,PL03,8000.0,BAG
900000000000040,100438,800000000000438,PL01,500.0,PAL
900000000000040,100439,800000000000439,PL01,500.0,CS
900000000000040,100440,800000000000440,PL02,4500.0,BAG
900000000000041,100441,800000000000441,PL03,4500.0,CS
900000000000041,100442,800000000000442,PL02,8000.0,PAL
900000000000041,100443,800000000000443,PL02,4500.0,PAL
900000000000041,100444,800000000000444,PL03,1200.0,BAG
900000000000041,100445,800000000000445,PL01,4500.0,CS
900000000000041,100446,800000000000446,PL03,500.0,PAL
900000000000041,100447,800000000000447,PL03,15000.0,CS
900000000000041,100448,800000000000448,PL03,15000.0,PAL
900000000000041,100449,800000000000449,PL01,1200.0,BAG
900000000000041,100450,800000000000450,PL01,500.0,CS
900000000000041,100451,800000000000451,PL01,500.0,PAL
900000000000041,100452,800000000000452,PL02,4500.0,CS
900000000000042,100453,800000000000453,PL03,8000.0,BAG
900000000000042,100454,800000000000454,PL03,8000.0,BAG
900000000000042,100455,800000000000455,PL01,4500.0,CS
900000000000042,100456,800000000000456,PL01,15000.0,CS
900000000000042,100457,800000000000457,PL02,8000.0,CS
900000000000042,100458,800000000000458,PL01,4500.0,PAL
900000000000042,100459,800000000000459,PL01,1200.0,CS
900000000000042,100460,800000000000460,PL01,500.0,PAL
900000000000042,100461,800000000000461,PL02,8000.0,PAL
900000000000042,100462,800000000000462,PL03,4500.0,CS
900000000000042,100463,800000000000463,PL02,15000.0,CS
900000000000042,100464,800000000000464,PL03,8000.0,BAG
900000000000042,100465,800000000000465,PL02,1200.0,BAG
900000000000042,100466,800000000000466,PL02,4500.0,PAL
900000000000042,100467,800000000000467,PL01,8000.0,BAG
900000000000042,100468,800000000000468,PL02,1200.0,PAL
900000000000042,100469,800000000000469,PL01,4500.0,CS
900000000000042,100470,800000000000470,PL02,15000.0,PAL
900000000000042,100471,800000000000471,PL03,500.0,CS
900000000000043,100472,800000000000472,PL01,8000.0,PAL
900000000000043,100473,800000000000473,PL03,500.0,BAG
900000000000043,100474,800000000000474,PL02,1200.0,BAG
900000000000043,100475,800000000000475,PL02,15000.0,BAG
900000000000043,100476,800000000000476,PL02,1200.0,BAG
900000000000043,100477,800000000000477,PL01,1200.0,BAG
900000000000043,100478,800000000000478,PL02,1200.0,PAL
900000000000043,100479,800000000000479,PL03,500.0,CS
900000000000043,100480,800000000000480,PL03,1200.0,PAL
900000000000043,100481,800000000000481,PL03,4500.0,PAL
900000000000044,100482,800000000000482,PL02,15000.0,CS
900000000000044,100483,800000000000483,PL02,1200.0,PAL
900000000000044,100484,800000000000484,PL02,1200.0,CS
900000000000044,100485,800000000000485,PL03,4500.0,PAL
900000000000044,100486,800000000000486,PL03,4500.0,BAG
900000000000044,100487,800000000000487,PL03,4500.0,CS
900000000000044,100488,800000000000488,PL01,500.0,PAL
900000000000044,100489,800000000000489,PL03,8000.0,PAL
900000000000044,100490,800000000000490,PL01,8000.0,CS
900000000000044,100491,800000000000491,PL02,1200.0,PAL
900000000000044,100492,800000000000492,PL03,15000.0,BAG
900000000000044,100493,800000000000493,PL01,500.0,PAL
900000000000045,100494,800000000000494,PL01,8000.0,PAL
900000000000045,100495,800000000000495,PL01,8000.0,BAG
900000000000045,100496,800000000000496,PL02,500.0,PAL
900000000000045,100497,800000000000497,PL01,1200.0,PAL
900000000000045,100498,800000000000498,PL02,15000.0,CS
900000000000045,100499,800000000000499,PL01,8000.0,PAL
900000000000045,100500,800000000000500,PL02,4500.0,CS
900000000000045,100501,800000000000501,PL01,15000.0,BAG
900000000000045,100502,800000000000502,PL01,8000.0,PAL
900000000000045,100503,800000000000503,PL03,4500.0,CS
900000000000045,100504,800000000000504,PL01,4500.0,CS
900000000000045,100505,800000000000505,PL03,4500.0,CS
900000000000045,100506,800000000000506,PL01,500.0,PAL
900000000000045,100507,800000000000507,PL01,8000.0,BAG
